,comment,comment_id,author_url,author_name,reply_count,like_count,date,vidid,total_reply_counts,vid_title,just_date
128,Finally what I wanted 🔥🔥,Ugx28LpCdqoQbYpO_lF4AaABAg,http://www.youtube.com/channel/UCRWrHV43Cp83ZT6OhMQHAvw,Vishwa Kumar,1,0,2020-10-24 07:14:27+00:00,vx-x-yXXE9I,1,The data science resume that got me my FAANG job (entry level data scientist),2020-10-24
129,Hmm maybe you should add time travel to your skills section?,UgzGW78TlamQ2jI6XjF4AaABAg,http://www.youtube.com/channel/UCMvOTvB1iCftEeJjYiOAM0A,Marco C,1,0,2020-10-24 03:54:01+00:00,vx-x-yXXE9I,1,The data science resume that got me my FAANG job (entry level data scientist),2020-10-24
130,"Thank you so much Tina this was very helpfull 👍
Eagerly waiting for the review of resume that got you Goldman Sachs internship.",UgwDmyuQZL8g_2wHybF4AaABAg,http://www.youtube.com/channel/UC6LvtZ5R12QFX-jyB0pk7OA,Chinmay Gondhalekar,1,2,2020-10-24 03:19:57+00:00,vx-x-yXXE9I,1,The data science resume that got me my FAANG job (entry level data scientist),2020-10-24
131,Thank you Tina. Another great video to start with your resume series maybe :) looking forward to seeing your detail discussion in each of your experience. Cheers,UgwacubulgXucLcan3t4AaABAg,http://www.youtube.com/channel/UCvBEAhqu8db7sGNA8C7pH5A,Daniel W,1,3,2020-10-24 02:57:42+00:00,vx-x-yXXE9I,1,The data science resume that got me my FAANG job (entry level data scientist),2020-10-24
132,Hired ☑,UgwSXmqBCE7Ddlv9KgV4AaABAg,http://www.youtube.com/channel/UCjfuoxkT-21oyvjj44VM-rA,Walid Ag,1,0,2020-10-24 01:45:30+00:00,vx-x-yXXE9I,1,The data science resume that got me my FAANG job (entry level data scientist),2020-10-24
133,"Killer stuff, Tina! As expected, it's chock full of excellent content :)",UgxdfYI99kA4Abp-S714AaABAg,http://www.youtube.com/channel/UC23emuGbNM7twofQIrEgPBQ,Andrew Mo – Six Figure Dream Job,1,1,2020-10-24 01:03:03+00:00,vx-x-yXXE9I,1,The data science resume that got me my FAANG job (entry level data scientist),2020-10-24
134,"I'm early today, this is an awesome video Tina! The error was not immediately visible to me, but now that you said it, yes I saw it, but still not that obvious though (saved by the margin 😃). This is an amazing best practice video with valuable insights for aspiring data scientists 😊",UgxpkpFgEkxAC68jLWt4AaABAg,http://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q,Data Professor,2,2,2020-10-24 00:25:15+00:00,vx-x-yXXE9I,2,The data science resume that got me my FAANG job (entry level data scientist),2020-10-24
135,That mistake tho :x idk how I never caught it??,UgyAg6R12zdHIBcjljx4AaABAg,http://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,1,4,2020-10-23 23:56:01+00:00,vx-x-yXXE9I,1,The data science resume that got me my FAANG job (entry level data scientist),2020-10-23
136,"These videos are great and I'm very thankful I have these to help prep during my job search process. I'm getting to the point where if I'm shown the table result of what's needed, I'm comfortable writing a query but during whiteboarding, that's unlikely to be provided. I'm struggling with converting the word problem to visualizing the output required: would you happen to have any tips on getting better at that?",UgxzFvhvmmK06H6qRsx4AaABAg,http://www.youtube.com/channel/UCz_caAhSY9Lwo3GOvL9zNbw,pauls60r,1,0,2020-10-23 15:42:21+00:00,1u1GT4sdvdA,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | SQL Sundays #4,2020-10-23
137,"Thank you Tina. I have a phone screen for a Biology Data Specialist role, and needed this as perspective and motivation.",UgwAcYygpySJo9r2gmN4AaABAg,http://www.youtube.com/channel/UCgju1IU3hGdpc1IVNvHSoFg,James Hizon,1,0,2020-10-22 20:46:36+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-10-22
138,"Hi Tina, thank you for your sharing! As an applicant, I have some questions regarding internship, and hope to get some help from you. 1) when do you think (for most students) will be a good timing to apply for internship? e.g. after taking 594 (the coding part) or 596 (algorithm), etc... If after taking 594, why not choose 591 then 594, and skip 592 and 593 (I noticed that the only prerequisite for 594 is 591)? Or maybe try to land an internship right before graduating? Thank you in advance!",Ugy8eOyMP4M5vAyyHkJ4AaABAg,http://www.youtube.com/channel/UCz8CWEChFe-M7TQiw1GpMdQ,Wang Yun,2,0,2020-10-22 01:40:38+00:00,KsQU_3n0IYE,2,My UPenn MCIT Experience,2020-10-22
139,"So happy I found your channel! Your videos are amazing. I’m currently doing an MS in Business Analytics (trying to do a career change) and these videos have been incredibly helpful, thank you!",Ugy9y1zqANSAxunPPih4AaABAg,http://www.youtube.com/channel/UCimQRopLmGgrrK9UVRLSObQ,PuzzledOut,1,0,2020-10-21 16:50:19+00:00,27zOn3IJB_M,1,Data Science Resume Round-Up With @Ken Jee  - Episode 2,2020-10-21
140,"Hey does the research have to be with a professor, could I write a research paper on my own? Will it have any value?",UgzcA7J1IrHFEAZeMMh4AaABAg,http://www.youtube.com/channel/UC548_zYYXzpr1xij-852Mpg,Dvija Shah,2,0,2020-10-21 14:50:30+00:00,2goqyY5XBeI,2,Best Data Science Project to Get an Internship or Job (especially if you have no experience),2020-10-21
141,practical as always!  😋,Ugy4KQIDZ8-RnHuVi0J4AaABAg,http://www.youtube.com/channel/UCXOdh3pTBBovDXzkUkTuvKA,Boris Giba,1,1,2020-10-20 17:31:17+00:00,qH7rq7p8N5s,1,Data Science SQL Interview Question Walkthrough (real interview style) | SQL Sundays #7,2020-10-20
142,"I agree so much with this advice and I love your videos!! However, how would we go about listing this in our resume? Any tips? Thank you :)",UgzTXgbwcjYifccYX7Z4AaABAg,http://www.youtube.com/channel/UCDcsJ7389mCCC1PtvQPj6gA,Mark Vazquez,1,0,2020-10-20 04:36:14+00:00,2goqyY5XBeI,1,Best Data Science Project to Get an Internship or Job (especially if you have no experience),2020-10-20
143,Great video as usual Tina!,UgwFVlSXmxyuJtW-CpR4AaABAg,http://www.youtube.com/channel/UCPiSZeiXjZwM5bR7-2WrBfg,Andrew William,1,1,2020-10-19 18:39:04+00:00,qH7rq7p8N5s,1,Data Science SQL Interview Question Walkthrough (real interview style) | SQL Sundays #7,2020-10-19
144,Let me know your solution in the comments below!!,UgyLrhiBG8pqudyuUcR4AaABAg,http://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,0,0,2020-10-19 17:31:38+00:00,qH7rq7p8N5s,0,Data Science SQL Interview Question Walkthrough (real interview style) | SQL Sundays #7,2020-10-19
145,I now recognise the intro song... thanks to your recommendation a few videos ago 😂,UgyaohV2NgrfLixYekl4AaABAg,http://www.youtube.com/channel/UCuIXkK6Gvs51IT3pS-x6q4Q,Bookerer,1,0,2020-10-19 15:22:28+00:00,qH7rq7p8N5s,1,Data Science SQL Interview Question Walkthrough (real interview style) | SQL Sundays #7,2020-10-19
146,Awesome SQL walkthrough! 😊,UgwVd6zV4ffGo8zfvZd4AaABAg,http://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q,Data Professor,1,1,2020-10-19 15:19:32+00:00,qH7rq7p8N5s,1,Data Science SQL Interview Question Walkthrough (real interview style) | SQL Sundays #7,2020-10-19
147,I actually never knew they were called CTEs. I always just called them the WITH queries..haha =) You learn something new everyday.,UgyZ904Un24ZFgzjkn94AaABAg,http://www.youtube.com/channel/UCW8Ews7tdKKkBT6GdtQaXvQ,Nate at StrataScratch,2,1,2020-10-19 03:53:41+00:00,qH7rq7p8N5s,2,Data Science SQL Interview Question Walkthrough (real interview style) | SQL Sundays #7,2020-10-19
148,The problem and solution is really amazing and interesting. Many things there to learn. And the end music is awesome. It's kind a stress reliever after a longtime class. 😂😂,Ugzm1-BtOTmWERWYZIF4AaABAg,http://www.youtube.com/channel/UCnA_WD7ktH7OoseheOol0ug,Akashdeep Dam,1,2,2020-10-19 03:41:00+00:00,qH7rq7p8N5s,1,Data Science SQL Interview Question Walkthrough (real interview style) | SQL Sundays #7,2020-10-19
149,"Great video Tina! Quick question/confirmation, does the denominator ""count(action)"" make the assumption that we are ok double counting a friend request? As in, if a friend request was sent, and then accepted, ""count(action)"" counts that friend request twice?",Ugw6_6p7eU1_Ftqhgh14AaABAg,http://www.youtube.com/channel/UCkIBwQPUI4Eyhbr2NhdpwMg,yellowburros123,1,1,2020-10-19 03:32:06+00:00,n9OTXvYaP5k,1,Real Data Science SQL Interview Questions and Answers # 2 | Data Science Interview Questions,2020-10-19
150,Sql mondays again 😊 Still at a meeting. Will surely watch this later 😊 Thanks again Tina.,UgwOnfM5Jf7A26fVPJZ4AaABAg,http://www.youtube.com/channel/UCk-eRcXRqINO6VozSwN7Lag,JL,1,0,2020-10-19 02:15:08+00:00,qH7rq7p8N5s,1,Data Science SQL Interview Question Walkthrough (real interview style) | SQL Sundays #7,2020-10-19
151,That ending song is pretty catchy haha,UgyMusZAArPy-qpPQ1B4AaABAg,http://www.youtube.com/channel/UCSGiedKpmQTzNQ5EPIsnH6Q,Matthew Yamamoto,1,1,2020-10-19 02:13:32+00:00,qH7rq7p8N5s,1,Data Science SQL Interview Question Walkthrough (real interview style) | SQL Sundays #7,2020-10-19
152,WoW today seems to be my lucky day. I discovered your amazing channel (as a soon to be new grad looking to work in data science I'd like to thank you for all the amazing tips). And I just finished watching the first episode of the Korean drama Startup which seems to be a semi-fictional story about one or more startups and seems to tackle AI/ data science. There even was a small scene with a Python test_data function. Even though the project didn't make sense (Feedforward NN for Boundingbox Face tracking ¯\_(ツ)_/¯ ) it was super fun to see something like this actually made it into (mainstream) media.,UgyQ2pcJ2h0oYalHX5p4AaABAg,http://www.youtube.com/channel/UC0I9LheTk5zc2hiSq1fL9cg,admiral_red_dog,2,0,2020-10-17 21:49:13+00:00,lCi6fWuI8r4,2,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-10-17
153,Hello Tina! I am super excited for your voice on behalf of women in the DS field and Asian as well. So loved the way you support beginners in the field.,UgzJeHpuYpRZ9vQrZbN4AaABAg,http://www.youtube.com/channel/UCGSdoqdnV4EUQtKbTiuJRhA,dagii b,2,0,2020-10-17 05:19:42+00:00,Td-cmLfQ7uU,2,Real Data Science SQL Interview Questions and Answers # 1 | Data Science Interview Questions,2020-10-17
154,Wooo how do you have the mental energy to learn something new at the last hour of work?😲 im always feel so drained and in need of a nap,UgycI1VhQcr4HTNYyAd4AaABAg,http://www.youtube.com/channel/UCkA2wbIeOBzpMItzpfbvVSg,Flora Chen,1,0,2020-10-17 02:50:38+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-10-17
155,Comment for algorithm,Ugy_pORY_-ajalpF48B4AaABAg,http://www.youtube.com/channel/UCAoosMU7_I_QLCcEfOHgjFg,Case,1,0,2020-10-16 20:28:51+00:00,7LDKpNLsBpc,1,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-16
156,"This is so useful, thanks Tina!",UgyUoTeBm91RsSuRjfZ4AaABAg,http://www.youtube.com/channel/UCYeJcVRKKMkzJuzd8H3LNFA,Stuart Becker,1,0,2020-10-16 19:34:35+00:00,JUkSeqe1eYQ,1,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-10-16
157,"Only reason that ı watch you is , you dont put some childish music on the background. 








































(and your sql knowledge)",UgxIlT5zV2ouaH1N38Z4AaABAg,http://www.youtube.com/channel/UCs1NInhSZDFlhJ77856V_ew,nano mano,1,0,2020-10-16 17:21:43+00:00,OFJIRSsoK5A,1,SQL Data Science Interview Question Walkthrough | SQL Sundays #6,2020-10-16
158,"Step 1 : be a women
Step2 : ?
Congrats u have a job 🥳",UgxV9xtjU2jw0WgGMrl4AaABAg,http://www.youtube.com/channel/UCwaHuXRMvmttEf3auLbKUbA,Prashant Pandey,1,0,2020-10-16 16:42:18+00:00,Rx1i1J4m4MQ,1,How I got Software Engineering and Data Science Internships | Computer Science Job Search Part 1,2020-10-16
159,Thanks for sharing your life and insights with us. These are great videos,Ugx2zOg8n1xcRoyQ7t14AaABAg,http://www.youtube.com/channel/UCAJXUf7DudwswP5ueiGNiug,Enrique Cahua,1,0,2020-10-16 16:32:57+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-10-16
160,Where does AI/ML internship interviews fall 😭 I have one coming up and I’m just transitioning into the field (starting a master program in DS in Jan 2021). I feel like an imposter for getting the interview and I don’t know what that process looks like!,Ugxe0YClVNPbonMLx6d4AaABAg,http://www.youtube.com/channel/UC5_O30MaT1Tiev2jZtmcqfA,Tia Antoinette,1,1,2020-10-16 16:03:15+00:00,7LDKpNLsBpc,1,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-16
161,"Hey. I'm majoring in statistics. 
So what's my question is that, when you say analyze some data, what do you mean? How can I do that?",UgxjmLqylsY4ss_zhIR4AaABAg,http://www.youtube.com/channel/UC_rNOM1KtWHrYvypzkK6vcg,Ash,3,0,2020-10-15 19:58:18+00:00,2goqyY5XBeI,3,Best Data Science Project to Get an Internship or Job (especially if you have no experience),2020-10-15
162,"That new thumbnail tho! It looks really cool!
SWE vs DS is my personal question of life haha :D",UgyXHIKgc2-hvYVYTm14AaABAg,http://www.youtube.com/channel/UCXOdh3pTBBovDXzkUkTuvKA,Boris Giba,1,0,2020-10-15 18:17:38+00:00,7LDKpNLsBpc,1,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-15
163,Very informative video thanks for the tips 👍,UgyEQINfEPm4TxGlI214AaABAg,http://www.youtube.com/channel/UC6LvtZ5R12QFX-jyB0pk7OA,Chinmay Gondhalekar,1,0,2020-10-15 17:30:51+00:00,7LDKpNLsBpc,1,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-15
164,yoooo thats the girl from sense8 at the end !!! Nice vid and I love the pomodoro tip !,UgxhiNpE8tcDUn1bPhN4AaABAg,http://www.youtube.com/channel/UC6bDfEreqzVNJV1tPcOCf_Q,Johann B.,1,0,2020-10-15 12:33:41+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-10-15
165,Your videos are amazing Tina! I'm currently preparing for a FAANG interview for a DS intern position and your style of presenting and talking through your approach while writing queries has been really eye opening and fun to watch at the same time. Thanks for creating such awesome content :),Ugx7qZ0yJ-4C2tPlu5N4AaABAg,http://www.youtube.com/channel/UC-iabHyvraYicbXSHSkQwog,Henry Ajagbawa,1,0,2020-10-15 09:42:09+00:00,n9OTXvYaP5k,1,Real Data Science SQL Interview Questions and Answers # 2 | Data Science Interview Questions,2020-10-15
166,"nice interview, Tina, thanks for setting this up.  Joseph has a very diverse life experience and also very determined, and I'm really impressed by his perserverance.  Love your video.  I'm a phd and struggle to graduate this semester, and spent so much time and found out I don't love it.  So I keep thinking where I will go, data scientist or software engineer?  I tried to make my phd degree add some value to my job application, originally, I thought data scientist might favor phd more over ms graduate, but my phd research was not about machine learning application and I could analyze my data just using excel,  do you have any suggestions for me? I wanna become a software engineer eventually, but I also wanna try data science to see whether I would love it or not, in this case, what I should do and prepare after I graduate to help me land my first job as soon as possible, thanks",UgxQKjzVPE4WCCRfHad4AaABAg,http://www.youtube.com/channel/UClSYofCtyFBYr2F9Jy6ENMQ,Victor,2,0,2020-10-15 06:12:33+00:00,qg_THD1yLys,2,From Medical Doctor to Software Engineer | Humans of MCIT,2020-10-15
167,great video!,UgxleBqyPC9CiXNkB394AaABAg,http://www.youtube.com/channel/UC8UST2X9iaA_pP50Spvp9Ng,QMU20,1,0,2020-10-15 05:27:45+00:00,BADhEALNVUA,1,Data Science SQL Interview Question Walkthrough | SQL Sundays #5,2020-10-15
168,how about certs do you have any?,UgyEZUHsrXGwT_l1ped4AaABAg,http://www.youtube.com/channel/UCRtsy4DOnC2KTlir13CYKlQ,Bachir Tobbeche,1,0,2020-10-14 21:32:12+00:00,2goqyY5XBeI,1,Best Data Science Project to Get an Internship or Job (especially if you have no experience),2020-10-14
169,Hey tina could we see your resume in the next resume review episode,UgzWK20pljftA9wBr-R4AaABAg,http://www.youtube.com/channel/UCRWrHV43Cp83ZT6OhMQHAvw,Vishwa Kumar,1,0,2020-10-14 18:33:54+00:00,7LDKpNLsBpc,1,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-14
170,the editing!!!! so proud :),UgzcoEsKzdjk3hOde114AaABAg,http://www.youtube.com/channel/UCGr65O0GnTxsynaXZULN9SA,Rachel Castellino,1,0,2020-10-14 17:49:41+00:00,7LDKpNLsBpc,1,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-14
171,"Wow! I am glad that I came across this video. Thank you so much Tina. This will surely impact my decision an help me analyse on the path that I wanna choose. 

Embedded Systems or Web developer or Data Scientist. 

Finally I chose Web Development. But I will not stop learning other things.",Ugxj65A2-rPVhmnt0hF4AaABAg,http://www.youtube.com/channel/UCeLNMgQffC0NGPxBgCE-caQ,Naresh R,1,0,2020-10-14 16:49:10+00:00,JUkSeqe1eYQ,1,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-10-14
172,"Great insights into demystifying DS vs SWE interview. On another note, the video editing is superb and the thumbnail is awesome!",Ugx1yuuB-uXuJHfTuD54AaABAg,http://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q,Data Professor,2,0,2020-10-14 15:57:15+00:00,7LDKpNLsBpc,2,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-14
173,"Hi, this is quite helpful. By the way, what are the core courses for data science?",Ugy5j_4kJS8z6htzfW14AaABAg,http://www.youtube.com/channel/UC-OVEEMrje1FepR9m50JR0w,Kunli Liu,2,0,2020-10-14 15:48:02+00:00,7LDKpNLsBpc,2,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-14
174,Did you purposely wear black for ds and white for swe? 😂 interesting contrast,Ugz5zy5bfWTZkr8c9IZ4AaABAg,http://www.youtube.com/channel/UCuIXkK6Gvs51IT3pS-x6q4Q,Bookerer,1,0,2020-10-14 13:46:08+00:00,7LDKpNLsBpc,1,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-14
175,I would love to see a video about data engineering the fact that this job is very unknown and quiet underrated while it's a key role In the data teams,UgwESCeLtb08GdniPXd4AaABAg,http://www.youtube.com/channel/UCns-rDi4rKTn05VnKNvDn3Q,Abdessamad Baahmed,1,1,2020-10-14 11:35:55+00:00,7LDKpNLsBpc,1,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-14
176,Insightful,UgwiUZM9z_OdBHcV2Wt4AaABAg,http://www.youtube.com/channel/UCwt_P2GtJU1kdjEAoIvOU3g,IIIIIIIIlllIIIIllIIIIII,1,0,2020-10-14 09:51:28+00:00,7LDKpNLsBpc,1,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-14
177,can you demonstrate how do you use glassdoor for finding sample interview questions?,UgzNgCnOWevFVDxjTJF4AaABAg,http://www.youtube.com/channel/UCfrbXtvck35tkRA3IyRkYmA,Ram Kumar,2,0,2020-10-14 08:55:16+00:00,7LDKpNLsBpc,2,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-14
178,Thank you so much!!!,Ugzc_QtIvTX3EDCTU-R4AaABAg,http://www.youtube.com/channel/UCXra5XV_zb_bOeLHvXv7obw,Javier García Molina,1,0,2020-10-14 07:03:25+00:00,2goqyY5XBeI,1,Best Data Science Project to Get an Internship or Job (especially if you have no experience),2020-10-14
179,Subscribed,UgwZO_jD60jJ6MkbVCh4AaABAg,http://www.youtube.com/channel/UCsWINCasvrvRjQOaaPq_egw,David Lame,1,0,2020-10-14 04:14:25+00:00,2goqyY5XBeI,1,Best Data Science Project to Get an Internship or Job (especially if you have no experience),2020-10-14
180,Didn't expect you to put so much content out so sudden 😁,Ugwu6-kiTlxhyVcQBbV4AaABAg,http://www.youtube.com/channel/UC69dahQsEtUWRhlQhRSvWqw,Michael,2,0,2020-10-14 03:04:46+00:00,7LDKpNLsBpc,2,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-14
181,"As a soon to be graduated student, I agree 100% with the variability in the job skill-set required while applying for DS jobs. It sure is a tough market out there. I have been implementing your suggestions w.r.t your previous videos and am hoping for the best ! Also Your content is very informative indeed. Thanks and cheers :D",Ugw0Ahrwx2D1WxVR4z14AaABAg,http://www.youtube.com/channel/UC0ujEcILDsXQ-tMnbj1ImvQ,Akhil Potdar,1,1,2020-10-14 02:46:10+00:00,7LDKpNLsBpc,1,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-14
182,Love the video! So useful for people trying to choose between the two fields!,Ugw5QivMM0IHDAODx4p4AaABAg,http://www.youtube.com/channel/UCiT9RITQ9PW6BhXK0y2jaeg,Ken Jee,1,9,2020-10-14 02:28:26+00:00,7LDKpNLsBpc,1,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-14
183,"Are you planning to interview for software engineering, data science, or both??",UgwznVeyGPaBPnK4U_94AaABAg,http://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,1,5,2020-10-14 02:16:59+00:00,7LDKpNLsBpc,1,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-14
184,Thank you Tina! This is very helpful!,UgzaehjGhhyMI_76ufd4AaABAg,http://www.youtube.com/channel/UCdoB_9WChVFLvGNmuHaFRNQ,Ayush More,1,0,2020-10-14 02:16:45+00:00,7LDKpNLsBpc,1,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-14
185,THANK YOU,UgwKrXbGZOmqvwhS8PJ4AaABAg,http://www.youtube.com/channel/UCvDHHb4IF-CyccB7O8S5hIA,Srinidhi,1,0,2020-10-14 02:02:26+00:00,7LDKpNLsBpc,1,Data Science vs Software Engineering Interview | 3 Key Differences,2020-10-14
186,"For someone who lives and works in the Bay Area, this is SO RELEVANT! It is helping me immensely in my journey and the best part is that this very closely mimics technical SQL interview questions you will receive at tech companies here. Thank you and keep posting this type of content please! :)",Ugzc3S6XTEHHzU7RZlV4AaABAg,http://www.youtube.com/channel/UCeaBHoRntytwk7JUFJJQD8g,Jake,1,0,2020-10-13 19:32:55+00:00,Td-cmLfQ7uU,1,Real Data Science SQL Interview Questions and Answers # 1 | Data Science Interview Questions,2020-10-13
187,"Hi! sis  the use of mongodb in data science field is also increasing. Can u tell me a place where I can practice the questions using mongodb. I learned it, but want to get comfortable with it.I'm unable to find best place for practicing.",UgzdjY9FeBEkyvpKKNx4AaABAg,http://www.youtube.com/channel/UCehQRPFd1iuq_7CEJ600k5w,Ravi Teja,1,0,2020-10-13 15:44:03+00:00,OFJIRSsoK5A,1,SQL Data Science Interview Question Walkthrough | SQL Sundays #6,2020-10-13
188,Great video :),UgyzeqZj8KdH5q575CF4AaABAg,http://www.youtube.com/channel/UC69dahQsEtUWRhlQhRSvWqw,Michael,1,1,2020-10-13 15:05:11+00:00,OFJIRSsoK5A,1,SQL Data Science Interview Question Walkthrough | SQL Sundays #6,2020-10-13
189,I've started learning from the SQL Sunday resources. Its very useful. Thanks for the content,Ugz63H9aauOjhVeoP7Z4AaABAg,http://www.youtube.com/channel/UCzwGhF-Oz33Zam07uohBy-g,AP Jerome,1,0,2020-10-12 21:49:03+00:00,Td-cmLfQ7uU,1,Real Data Science SQL Interview Questions and Answers # 1 | Data Science Interview Questions,2020-10-12
190,"Great video Tina! I'm a data science major and I decided to go computational (idk if you remember but I come from the live interview with the data professor :D). 

I have a question, do you have any tips on how to effectively network with data professionals?",UgzXbxQT3ygRWD6l-zV4AaABAg,http://www.youtube.com/channel/UCPiSZeiXjZwM5bR7-2WrBfg,Andrew William,2,0,2020-10-12 18:44:21+00:00,2goqyY5XBeI,2,Best Data Science Project to Get an Internship or Job (especially if you have no experience),2020-10-12
191,Awesome video as always 👍,UgwS6aMJAqFlwWui-Sl4AaABAg,http://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q,Data Professor,1,0,2020-10-12 15:46:56+00:00,OFJIRSsoK5A,1,SQL Data Science Interview Question Walkthrough | SQL Sundays #6,2020-10-12
192,Any book recommendation for sql ?,UgzyLrZSFsQYO2sdWj54AaABAg,http://www.youtube.com/channel/UCRvNa_KgXTIUcUTwZWK2LqA,Vinod Diwan,1,0,2020-10-12 10:45:44+00:00,OFJIRSsoK5A,1,SQL Data Science Interview Question Walkthrough | SQL Sundays #6,2020-10-12
193,"Just in time! 😁
My solution (slightly more convoluted than yours :D) would be this:

SELECT budget/n_of_employees AS total_cost, title
FROM ms_projects
JOIN(
SELECT COUNT(emp_id) AS n_of_employees, project_id
FROM ms_emp_projects
GROUP BY project_id
) AS employees_per_project
ON employees_per_project.project_id = ms_projects.id
GROUP BY title,budget,n_of_employees
ORDER BY total_cost DESC;",UgyKps5LLfDH3Xoj-5J4AaABAg,http://www.youtube.com/channel/UCXOdh3pTBBovDXzkUkTuvKA,Boris Giba,2,2,2020-10-12 06:34:08+00:00,OFJIRSsoK5A,2,SQL Data Science Interview Question Walkthrough | SQL Sundays #6,2020-10-12
194,Love it!,Ugx5ykxEV3xBiauXEbF4AaABAg,http://www.youtube.com/channel/UC8UST2X9iaA_pP50Spvp9Ng,QMU20,1,1,2020-10-12 05:11:13+00:00,OFJIRSsoK5A,1,SQL Data Science Interview Question Walkthrough | SQL Sundays #6,2020-10-12
195,Hi 👋,UgzmDkqW6c9Ezop5blt4AaABAg,http://www.youtube.com/channel/UCl6VymOKVCHiW4TlPIbBpkQ,Devaashish Sharma,1,0,2020-10-12 04:01:14+00:00,OFJIRSsoK5A,1,SQL Data Science Interview Question Walkthrough | SQL Sundays #6,2020-10-12
196,How did you approach this question? 😊,Ugyq7TiGLhCj1Rn9ScR4AaABAg,http://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,0,1,2020-10-12 03:07:48+00:00,OFJIRSsoK5A,0,SQL Data Science Interview Question Walkthrough | SQL Sundays #6,2020-10-12
197,Sql Mondays! Lol thanks again Tina. Really really helpful and valuable content! 😋,Ugyj_zl100L6zQqLdgx4AaABAg,http://www.youtube.com/channel/UCk-eRcXRqINO6VozSwN7Lag,JL,2,0,2020-10-12 03:05:43+00:00,OFJIRSsoK5A,2,SQL Data Science Interview Question Walkthrough | SQL Sundays #6,2020-10-12
198,Honestly how is this in the hard section?,UgxLu2IkVFh9ffFgvih4AaABAg,http://www.youtube.com/channel/UCThQaZFRVVbrKcNIwAlsuLQ,Dmitry Ivanov,3,0,2020-10-11 16:10:14+00:00,BADhEALNVUA,3,Data Science SQL Interview Question Walkthrough | SQL Sundays #5,2020-10-11
199,"I like the content..... Thanks for taking time to create such great content.... and may the channel hit 10,000k subs soon ☺️",UgzXhP8IBtfim5fiLWl4AaABAg,http://www.youtube.com/channel/UC5Fv8x8vicK20VHsz9qj5HA,Isaac Byron,1,0,2020-10-11 06:47:33+00:00,Td-cmLfQ7uU,1,Real Data Science SQL Interview Questions and Answers # 1 | Data Science Interview Questions,2020-10-11
200,Very helpful vid! Is there at time where you have to use R? Can you do all mathematical/statistical analysis using python? xiexie,UgwO3qxcfwrRBtR1Jet4AaABAg,http://www.youtube.com/channel/UC56aJpsCEV99rw4jHQwz9JQ,Abdul Kamara,1,1,2020-10-10 20:59:31+00:00,27zOn3IJB_M,1,Data Science Resume Round-Up With @Ken Jee  - Episode 2,2020-10-10
201,"That's ""a cool"" resume, Akul 😊, typo 'Acaconda'. Broad Institute, awesome RA experience. A solid resume indeed.",UgwTxn8wCy9mhhhrGQt4AaABAg,http://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q,Data Professor,1,0,2020-10-09 17:53:49+00:00,27zOn3IJB_M,1,Data Science Resume Round-Up With @Ken Jee  - Episode 2,2020-10-09
